"Show_Name","startYear","Episode_Name","seasonNumber","episodeNumber_in_season","episodeNumber_overall","averageRating","numVotes","tconst","parentTconst"
"Beetlejuice",1989,"Critter Sitters",1,1,1,7.1,89,"tt0828631","tt0096543"
"Beetlejuice",1989,"The Big Face Off/Skeletons in the Closet",1,2,2,7.4,70,"tt0829535","tt0096543"
"Beetlejuice",1989,"A Dandy Handy Man/Out of My Mind",1,3,3,7.4,44,"tt0913984","tt0096543"
"Beetlejuice",1989,"Stage Fright/Spooky Tree",1,4,4,8,51,"tt0760431","tt0096543"
"Beetlejuice",1989,"Laugh of the Party",1,5,5,7.1,46,"tt0945687","tt0096543"
"Beetlejuice",1989,"Worm Welcome",1,6,6,7.9,39,"tt0945690","tt0096543"
"Beetlejuice",1989,"Bad Neighbor Beetlejuice/Campfire Ghouls",1,7,7,7.9,39,"tt0883023","tt0096543"
"Beetlejuice",1989,"Pest O' the West",1,8,8,7.5,37,"tt0913988","tt0096543"
"Beetlejuice",1989,"Bizarre Bazaar/Pat on the Back",1,9,9,7.7,36,"tt0945686","tt0096543"
"Beetlejuice",1989,"Poopsie/It's the Pits",1,10,10,7.5,38,"tt0883026","tt0096543"
"Beetlejuice",1989,"Prince of the Neitherworld",1,11,11,8.4,43,"tt0520829","tt0096543"
"Beetlejuice",1989,"Quit While You're a Head",1,12,12,7.8,34,"tt0945689","tt0096543"
"Beetlejuice",1989,"Cousin B.J./Beetlejuice's Parents",1,13,13,7.5,34,"tt0834224","tt0096543"
"Beetlejuice",1989,"Dragster of Doom",2,1,14,7.2,30,"tt0828632","tt0096543"
"Beetlejuice",1989,"Scare and Scare Alike/Spooky Boo-tique",2,2,15,7.4,52,"tt0883029","tt0096543"
"Beetlejuice",1989,"Driven Crazy",2,3,16,7.2,26,"tt0899344","tt0096543"
"Beetlejuice",1989,"Scummer Vacation",2,4,17,7.6,26,"tt0899346","tt0096543"
"Beetlejuice",1989,"Bewitched Bothered and Beetlejuiced",2,5,18,7,32,"tt0899342","tt0096543"
"Beetlejuice",1989,"Dr. Beetle & Mr. Juice/Running Scared",2,6,19,7.8,25,"tt0899343","tt0096543"
"Beetlejuice",1989,"The Really Odd Couple/A-Ha!",2,7,20,7.3,45,"tt0899341","tt0096543"
"Beetlejuice",1989,"Uncle B.J.'s Roadhouse/Scarecrow/The Son Dad Never Had",2,8,21,7.4,26,"tt0834650","tt0096543"
"Beetlejuice",1989,"Mom's Best Friend",3,1,22,7.4,25,"tt0828633","tt0096543"
"Beetlejuice",1989,"Back-to-School Ghoul",3,2,23,7.4,25,"tt0883394","tt0096543"
"Beetlejuice",1989,"Doomie's Romance",3,3,24,7.5,26,"tt0883025","tt0096543"
"Beetlejuice",1989,"Ghost to Ghost",3,4,25,7.6,26,"tt0905692","tt0096543"
"Beetlejuice",1989,"Spitting Images/Awards to the Wise",3,5,26,7.6,25,"tt0905690","tt0096543"
"Beetlejuice",1989,"The Prince of Rock and Roll",3,6,27,8.1,31,"tt0840419","tt0096543"
"Beetlejuice",1989,"A Ghoul and His Money/Brides of Funkenstein",3,7,28,7.3,24,"tt0905689","tt0096543"
"Beetlejuice",1989,"Beetledude/The Farmer in the Smell",3,8,29,6.8,25,"tt0835105","tt0096543"
"Beetlejuice",1989,"Not So Peaceful Pines",3,73,30,8.5,33,"tt0834226","tt0096543"
"Beetlejuice",1989,"You're History",4,1,31,7.8,24,"tt0828634","tt0096543"
"Beetlejuice",1989,"Raging Skull",4,2,32,7.6,25,"tt0913990","tt0096543"
"Beetlejuice",1989,"Sore Feet",4,3,33,7.7,24,"tt0913992","tt0096543"
"Beetlejuice",1989,"Fast Food",4,4,34,7.1,24,"tt0913985","tt0096543"
"Beetlejuice",1989,"Queasy Rider",4,5,35,7.7,22,"tt0948142","tt0096543"
"Beetlejuice",1989,"How Green Is My Gallery?",4,6,36,7.8,22,"tt0948141","tt0096543"
"Beetlejuice",1989,"Keeping Up with the Boneses",4,7,37,7.5,23,"tt0786574","tt0096543"
"Beetlejuice",1989,"Pranks for the Memories",4,8,38,7.2,24,"tt1208060","tt0096543"
